hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,booking_changes,deposit_type,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,hotel_location,payment_method
Resort,1,219,2024,March,10,2,2,5,2,0.0,0,HB,BGD,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,0,Transient,3927.0,0,0,Coxs_Bazar,Card
City Hotel,0,49,2024,February,8,23,0,1,1,0.0,0,BB,BGD,Groups,TA/TO,0,0,0,A,4,No Deposit,0,Transient-Party,3995.0,0,1,Sylhet,Card
City Hotel,1,118,2025,April,15,3,2,1,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,6350.0,0,1,Dhaka,Mobile Banking
City Hotel,0,61,2024,May,18,6,2,1,2,0.0,0,BB,ARE,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,6812.0,0,0,Chattogram,Bank Transfer
City Hotel,0,34,2025,January,3,18,0,1,1,0.0,0,BB,BGD,Groups,TA/TO,0,0,0,A,2,No Deposit,0,Transient-Party,4853.0,0,0,Sylhet,
Resort,0,201,2024,May,21,23,2,6,2,2.0,0,BB,BGD,Groups,TA/TO,0,0,0,C,2,No Deposit,0,Transient-Party,5968.0,0,0,Coxs_Bazar,Mobile Banking
City Hotel,0,52,2025,April,15,12,0,1,3,,0,BB,BGD,Online TA,TA/TO,0,0,0,D,0,No Deposit,0,Transient,7559.0,0,0,Sylhet,Mobile Banking
Resort,0,320,2025,June,23,4,2,4,2,0.0,0,BB,AUS,Direct,Direct,0,0,0,A,0,No Deposit,0,Transient,3500.0,0,0,Bandarban,Mobile Banking
City Hotel,0,120,2025,August,34,20,2,5,2,0.0,0,HB,BGD,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,4527.0,0,2,Chattogram,Cash
City Hotel,1,447,2024,September,40,29,0,2,2,0.0,0,BB,BGD,Groups,TA/TO,0,0,0,A,0,Non Refund,0,Transient,5199.0,0,0,Dhaka,Card
Resort,1,215,2024,June,26,30,2,4,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,5527.0,0,0,Sreemangal,Cash
Resort,0,143,2024,July,31,30,2,3,2,0.0,0,BB,BGD,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,4372.0,0,1,Sylhet,Mobile Banking
City Hotel,0,1,2025,August,32,11,0,1,2,1.0,0,BB,BGD,Online TA,TA/TO,0,0,0,D,1,No Deposit,0,Transient,10537.0,0,0,Chattogram,Mobile Banking
City Hotel,1,92,2025,April,15,11,0,4,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,D,0,No Deposit,0,Transient,5654.0,0,1,Sylhet,Mobile Banking
City Hotel,1,6,2024,June,25,12,1,0,1,0.0,0,SC,BGD,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,5645.0,0,1,Chattogram,Card
City Hotel,1,258,2025,October,43,16,1,0,2,0.0,0,BB,BGD,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,0,Transient,6595.0,0,0,Dhaka,Mobile Banking
Resort,1,106,2025,January,5,31,0,4,2,0.0,0,HB,BGD,Online TA,TA/TO,0,0,0,A,1,No Deposit,0,Transient,5546.0,0,0,Coxs_Bazar,Mobile Banking
City Hotel,0,3,2025,June,26,20,1,1,1,0.0,0,BB,BGD,Corporate,Corporate,1,0,21,A,0,No Deposit,0,Transient,5172.0,0,1,Dhaka,Bank Transfer
Resort,1,12,2025,August,34,16,1,0,2,0.0,0,BB,BGD,Corporate,Corporate,0,0,0,E,0,No Deposit,0,Transient,7985.0,0,0,Sylhet,Card
Resort,0,10,2025,May,22,29,1,3,2,0.0,0,HB,BGD,Online TA,TA/TO,0,0,0,D,0,No Deposit,0,Transient,6422.0,0,1,Sylhet,Mobile Banking
City Hotel,1,123,2025,September,39,20,1,5,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,D,0,No Deposit,0,Transient,7383.0,0,1,Chattogram,Cash
City Hotel,0,118,2025,June,24,6,1,1,1,0.0,0,BB,BGD,Offline TA/TO,Corporate,0,0,0,A,1,No Deposit,0,Transient-Party,7298.0,0,0,Dhaka,Mobile Banking
City Hotel,1,38,2025,January,2,14,0,1,1,0.0,0,BB,BGD,Corporate,Corporate,0,0,0,A,0,Non Refund,0,Transient,4435.0,0,0,Sylhet,Cash
Resort,1,24,2024,February,7,16,0,3,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,E,0,No Deposit,0,Transient,3807.0,0,1,Bandarban,Bank Transfer
Resort,1,119,2024,July,30,19,2,5,2,0.0,0,HB,BGD,Online TA,TA/TO,0,0,0,E,0,No Deposit,0,Transient,10864.0,0,1,Coxs_Bazar,Mobile Banking
City Hotel,0,47,2025,March,11,7,1,3,2,0.0,0,SC,BGD,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,4429.0,0,0,Chattogram,Bank Transfer
City Hotel,1,134,2024,February,8,25,0,1,1,0.0,0,BB,BGD,Groups,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,4896.0,0,0,Chattogram,Mobile Banking
City Hotel,0,0,2025,November,47,17,0,1,2,0.0,0,BB,BGD,Direct,Direct,0,0,0,A,0,No Deposit,0,Transient,4836.0,0,0,Dhaka,Mobile Banking
City Hotel,0,89,2024,August,33,16,0,3,3,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,D,1,No Deposit,0,Transient,9784.0,0,2,Dhaka,Card
City Hotel,0,5,2025,August,34,20,0,1,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,5801.0,0,1,Sylhet,Card
City Hotel,0,273,2024,July,29,17,0,2,2,0.0,0,HB,BGD,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,4669.0,0,0,Khulna,Mobile Banking
City Hotel,1,105,2025,June,25,21,0,2,2,0.0,0,SC,BGD,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,5664.0,0,0,Chattogram,Mobile Banking
Resort,0,5,2025,August,34,25,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,0,No Deposit,0,Transient,9223.0,1,2,Bandarban,Mobile Banking
Resort,1,95,2024,June,25,14,2,5,2,0.0,0,BB,BGD,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,0,Transient,3869.0,0,1,Bandarban,Mobile Banking
City Hotel,0,2,2024,September,39,20,2,0,1,0.0,0,BB,BGD,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,0,Transient,5180.0,0,0,Dhaka,Mobile Banking
City Hotel,0,89,2024,November,47,17,0,3,1,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,4116.0,0,1,Chattogram,Mobile Banking
Resort,1,112,2024,February,7,12,0,2,2,0.0,0,FB,BGD,Groups,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,5275.0,0,0,Coxs_Bazar,Bank Transfer
Resort,1,74,2024,February,9,26,1,2,2,0.0,0,Undefined,BGD,Groups,TA/TO,0,0,0,A,0,Non Refund,0,Transient,4243.0,0,0,Bandarban,Cash
Resort,0,39,2024,March,14,29,2,5,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,D,0,No Deposit,0,Transient,3992.0,0,1,Coxs_Bazar,Bank Transfer
City Hotel,1,93,2025,March,11,18,0,1,2,0.0,0,SC,BGD,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,5168.0,0,2,Dhaka,Mobile Banking
City Hotel,0,32,2024,October,43,19,1,2,2,0.0,0,BB,ARE,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Contract,4125.0,0,1,Rajshahi,Mobile Banking
City Hotel,1,313,2024,August,35,26,0,2,2,0.0,0,BB,BGD,Groups,TA/TO,0,1,0,A,0,Non Refund,0,Transient-Party,5061.0,0,0,Dhaka,Card
Resort,1,65,2025,May,18,3,3,9,2,0.0,0,Undefined,BGD,Groups,Corporate,0,0,0,A,0,Non Refund,0,Transient,5921.0,0,0,Sreemangal,Card
Resort,0,100,2025,April,17,29,2,1,2,0.0,0,Undefined,BGD,Groups,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,5582.0,0,1,Coxs_Bazar,Card
City Hotel,1,422,2024,June,24,13,0,1,2,0.0,0,BB,MYS,Groups,TA/TO,0,0,0,A,0,Non Refund,0,Transient,4210.0,0,0,Khulna,Mobile Banking
Resort,1,221,2025,July,29,17,2,5,2,1.0,0,BB,BGD,Direct,Direct,0,0,0,C,0,No Deposit,0,Transient,10958.0,0,2,Sreemangal,Cash
Resort,0,15,2024,April,18,30,2,1,1,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,5777.0,0,0,Coxs_Bazar,Card
City Hotel,1,0,2025,September,37,7,1,1,2,0.0,0,BB,BGD,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,0,Transient,5907.0,0,0,Sylhet,Mobile Banking
City Hotel,0,45,2025,October,43,22,1,3,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,D,0,No Deposit,0,Transient,6136.0,0,1,Dhaka,Card
City Hotel,0,45,2025,December,52,18,2,0,2,0.0,0,SC,BGD,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,5167.0,0,0,Chattogram,Mobile Banking
Resort,0,7,2025,December,52,24,0,1,2,2.0,0,Undefined,BGD,Direct,Direct,0,0,0,C,1,No Deposit,0,Transient,6644.0,0,0,Kuakata,Mobile Banking
City Hotel,1,224,2025,December,53,29,2,3,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,4579.0,0,0,Sylhet,Bank Transfer
City Hotel,0,53,2024,May,19,8,1,3,2,0.0,0,BB,BGD,Direct,Direct,0,0,0,D,0,No Deposit,0,Transient,8935.0,0,4,Dhaka,Card
Resort,0,219,2025,June,27,26,2,4,2,2.0,0,BB,BGD,Online TA,TA/TO,0,0,0,G,1,No Deposit,0,Transient,7163.0,0,0,Coxs_Bazar,Mobile Banking
City Hotel,1,10,2024,September,40,30,0,1,1,0.0,0,BB,BGD,Aviation,Corporate,0,0,0,D,0,No Deposit,0,Transient,6176.0,0,0,Chattogram,Mobile Banking
City Hotel,1,5,2024,May,19,9,0,1,2,0.0,0,BB,BGD,Groups,Corporate,0,0,0,A,0,Non Refund,0,Transient,5074.0,0,0,Chattogram,Mobile Banking
City Hotel,0,34,2025,August,33,14,1,0,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,1,No Deposit,0,Transient,9291.0,1,2,Dhaka,Bank Transfer
Resort,0,25,2024,February,7,13,4,10,2,,0,HB,AUS,Offline TA/TO,TA/TO,0,0,0,E,0,No Deposit,0,Transient,6299.0,0,0,Coxs_Bazar,Cash
City Hotel,0,22,2024,September,36,1,1,5,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Contract,6184.0,0,2,Dhaka,Card
Resort,1,40,2024,November,46,12,0,1,2,0.0,0,HB,BGD,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,3906.0,0,1,Sreemangal,Bank Transfer
City Hotel,0,48,2025,August,31,4,1,2,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,7807.0,1,1,Dhaka,Mobile Banking
Resort,0,188,2024,May,19,4,0,4,2,0.0,0,BB,CAN,Online TA,TA/TO,0,0,0,D,0,No Deposit,0,Transient,5458.0,1,0,Coxs_Bazar,Cash
City Hotel,1,110,2024,May,19,7,2,2,1,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,5293.0,0,0,Khulna,Card
City Hotel,1,273,2024,May,20,13,1,2,2,0.0,0,BB,BGD,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,0,Transient,5938.0,0,0,Dhaka,Cash
Resort,0,1,2025,January,2,13,0,1,2,0.0,0,BB,BGD,Direct,Direct,1,0,0,A,0,No Deposit,0,Transient,2861.0,0,1,Kuakata,Bank Transfer
Resort,0,74,2024,January,2,8,2,2,2,0.0,0,BB,BGD,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,0,Transient,4443.0,0,0,Coxs_Bazar,Card
City Hotel,1,83,2025,October,41,4,0,1,2,0.0,0,BB,IND,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,5456.0,0,1,Sylhet,Mobile Banking
City Hotel,1,294,2025,August,32,7,0,2,2,0.0,0,BB,IND,Groups,TA/TO,0,1,0,A,0,Non Refund,0,Transient-Party,3840.0,0,0,Chattogram,Mobile Banking
Resort,0,15,2025,December,51,19,0,1,2,1.0,0,BB,BGD,Direct,Direct,0,0,0,D,2,No Deposit,0,Transient,4067.0,0,1,Sreemangal,Mobile Banking
City Hotel,1,126,2025,June,25,20,0,3,3,0.0,0,HB,BGD,Online TA,TA/TO,0,0,0,E,3,No Deposit,0,Transient,10747.0,0,0,Dhaka,Mobile Banking
City Hotel,1,89,2024,April,15,10,1,3,3,0.0,0,BB,ARE,Online TA,TA/TO,0,0,0,D,0,No Deposit,0,Transient,7762.0,0,0,Dhaka,Mobile Banking
Resort,1,211,2024,August,33,19,2,5,2,0.0,0,HB,BGD,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,6806.0,0,0,Sreemangal,Card
Resort,1,165,2024,August,35,21,2,0,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,9743.0,0,0,Coxs_Bazar,Mobile Banking
City Hotel,0,84,2024,November,48,27,1,2,2,0.0,0,BB,BGD,Groups,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,4920.0,0,0,Dhaka,Bank Transfer
Resort,0,9,2025,February,9,27,1,1,1,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,E,0,No Deposit,0,Transient,5173.0,0,1,Coxs_Bazar,Mobile Banking
City Hotel,0,60,2024,June,26,21,0,3,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,4118.0,0,1,Khulna,Mobile Banking
City Hotel,0,9,2025,January,1,2,1,3,2,1.0,0,BB,BGD,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,5826.0,0,0,Chattogram,Mobile Banking
City Hotel,0,129,2024,June,26,28,0,3,2,0.0,0,BB,USA,Direct,Direct,0,0,0,A,0,No Deposit,0,Transient,5320.0,0,1,Chattogram,Bank Transfer
Resort,1,13,2024,August,35,31,1,3,2,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,C,0,No Deposit,0,Transient,8803.0,0,1,Kuakata,Mobile Banking
Resort,1,260,2025,September,38,19,2,5,2,0.0,0,BB,BGD,Offline TA/TO,TA/TO,0,1,0,A,0,Non Refund,0,Transient,3964.0,0,0,Sylhet,Mobile Banking
Resort,0,74,2025,January,4,24,1,5,2,0.0,0,HB,BGD,Online TA,TA/TO,0,0,0,E,0,No Deposit,0,Transient,5900.0,1,2,Coxs_Bazar,Mobile Banking
City Hotel,1,350,2024,July,29,17,2,5,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,D,0,No Deposit,0,Transient,7109.0,0,1,Dhaka,Mobile Banking
City Hotel,1,204,2025,July,30,27,0,1,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,D,2,No Deposit,0,Transient,7057.0,0,0,Chattogram,Bank Transfer
Resort,1,183,2024,April,16,16,1,1,2,0.0,0,HB,BGD,Groups,TA/TO,0,0,0,A,0,Non Refund,0,Transient-Party,5649.0,0,0,Coxs_Bazar,Card
Resort,0,2,2025,August,35,26,2,2,2,1.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,1,No Deposit,0,Transient-Party,7622.0,0,3,Sreemangal,Mobile Banking
Resort,0,42,2024,April,15,5,2,7,2,0.0,0,HB,BGD,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,0,Transient,3701.0,0,0,Sreemangal,Mobile Banking
City Hotel,0,115,2024,March,12,18,0,2,2,0.0,0,HB,BGD,Groups,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,6651.0,0,0,Dhaka,Mobile Banking
Resort,0,276,2025,April,16,22,2,5,1,0.0,0,Undefined,GBR,Groups,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,3901.0,0,0,Sylhet,Card
City Hotel,1,164,2024,May,20,15,1,2,1,0.0,0,BB,ARE,Groups,TA/TO,0,0,0,A,0,Non Refund,0,Transient,7968.0,0,0,Dhaka,Card
Resort,0,224,2025,May,22,25,1,4,1,0.0,0,BB,BGD,Groups,Direct,0,0,0,A,5,No Deposit,0,Transient-Party,3122.0,0,0,Bandarban,Cash
Resort,1,238,2025,February,6,10,0,2,2,0.0,0,HB,BGD,Groups,TA/TO,0,0,0,A,0,Non Refund,0,Transient,3308.0,0,0,Bandarban,
Resort,0,4,2024,May,18,2,0,2,1,0.0,0,BB,BGD,Direct,Direct,0,0,0,A,1,No Deposit,0,Transient,3635.0,0,0,Bandarban,Mobile Banking
Resort,0,152,2025,April,14,5,0,4,1,0.0,0,BB,BGD,Groups,TA/TO,0,0,0,A,2,No Deposit,0,Transient-Party,4490.0,0,0,Coxs_Bazar,Card
City Hotel,1,177,2025,March,9,2,2,3,2,1.0,0,BB,BGD,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,6634.0,0,1,Dhaka,Cash
City Hotel,0,72,2024,October,44,28,0,3,2,0.0,0,BB,BGD,Groups,TA/TO,0,0,0,A,0,No Deposit,58,Transient-Party,5383.0,0,0,Dhaka,Card
Resort,0,203,2024,May,21,25,0,3,2,0.0,0,BB,BGD,Groups,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,4231.0,0,0,Coxs_Bazar,Cash
Resort,1,35,2024,February,6,6,1,3,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,A,1,No Deposit,0,Transient,4458.0,0,0,Coxs_Bazar,Cash
Resort,0,3,2024,April,16,16,0,1,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,E,0,No Deposit,0,Transient,6524.0,0,1,Coxs_Bazar,Bank Transfer
City Hotel,1,100,2024,October,42,16,0,1,2,0.0,0,HB,BGD,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,0,Transient,4593.0,0,0,Khulna,Mobile Banking
City Hotel,1,272,2025,August,32,5,0,1,2,0.0,0,BB,BGD,Groups,TA/TO,0,1,0,A,0,Non Refund,41,Transient,4914.0,0,0,Dhaka,Bank Transfer
City Hotel,1,99,2024,June,26,26,1,3,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,7392.0,0,0,Dhaka,Card
City Hotel,1,339,2024,September,39,21,1,1,2,0.0,0,BB,BGD,Groups,TA/TO,0,1,0,A,0,Non Refund,0,Contract,4046.0,0,0,Sylhet,Card
City Hotel,1,229,2025,July,28,12,1,4,2,0.0,0,BB,SAU,Groups,TA/TO,0,0,0,A,0,Non Refund,0,Transient,5456.0,0,0,Chattogram,Card
City Hotel,1,119,2025,February,7,10,0,3,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,B,0,No Deposit,0,Transient,5013.0,0,1,Sylhet,Mobile Banking
City Hotel,0,211,2025,July,29,19,0,4,2,,0,BB,BGD,Online TA,TA/TO,0,0,0,F,1,No Deposit,0,Transient,8517.0,0,2,Chattogram,Card
City Hotel,0,0,2025,August,34,18,0,1,2,0.0,0,BB,BGD,Direct,Direct,0,0,0,A,0,No Deposit,0,Transient,3053.0,0,0,Rajshahi,Cash
City Hotel,1,365,2025,May,20,15,1,0,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,D,0,No Deposit,0,Transient,5755.0,0,2,Chattogram,Bank Transfer
City Hotel,0,14,2025,March,13,24,0,3,3,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,D,0,No Deposit,0,Transient,9438.0,1,2,Dhaka,Card
City Hotel,0,55,2024,September,36,3,1,1,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,D,0,No Deposit,0,Transient,6093.0,0,2,Chattogram,Bank Transfer
Resort,1,101,2025,August,31,3,0,2,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,A,0,No Deposit,0,Transient,12160.0,0,0,Coxs_Bazar,Mobile Banking
City Hotel,1,45,2024,March,11,12,1,1,2,0.0,0,SC,BGD,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,6302.0,0,0,Dhaka,Bank Transfer
Resort,0,177,2025,August,33,19,2,4,2,0.0,0,BB,BGD,Direct,Direct,0,0,0,F,0,No Deposit,0,Transient,9744.0,0,1,Coxs_Bazar,Card
City Hotel,0,17,2024,December,50,8,0,3,2,0.0,0,SC,BGD,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,6011.0,0,0,Dhaka,Card
City Hotel,1,341,2025,September,39,23,0,2,2,0.0,0,BB,SGP,Groups,TA/TO,0,1,0,A,0,Non Refund,0,Transient-Party,4098.0,0,0,Sylhet,Card
Resort,1,65,2024,March,11,12,2,3,1,0.0,0,HB,BGD,Offline TA/TO,TA/TO,0,0,0,A,1,No Deposit,0,Contract,3655.0,0,0,Coxs_Bazar,Bank Transfer
City Hotel,1,349,2025,October,40,1,0,2,2,0.0,0,BB,BGD,Groups,TA/TO,0,1,0,A,0,Non Refund,0,Contract,4860.0,0,0,Dhaka,Mobile Banking
Resort,0,202,2024,May,21,24,1,4,1,0.0,0,BB,IND,Groups,TA/TO,0,0,0,A,2,No Deposit,0,Transient-Party,5043.0,1,0,Coxs_Bazar,Mobile Banking
Resort,1,54,2025,April,17,17,2,3,2,0.0,0,BB,BGD,Offline TA/TO,TA/TO,0,0,0,A,1,No Deposit,0,Transient,3140.0,0,0,Sreemangal,Cash
Resort,1,63,2025,October,43,18,0,4,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,D,0,No Deposit,0,Transient,5358.0,0,2,Coxs_Bazar,Mobile Banking
Resort,1,275,2024,October,41,4,2,0,2,0.0,0,HB,,Offline TA/TO,TA/TO,0,26,0,A,0,Non Refund,0,Transient,3278.0,0,0,Kuakata,Card
City Hotel,1,61,2024,January,4,25,0,2,2,0.0,0,BB,BGD,Groups,TA/TO,0,0,0,A,0,Non Refund,0,Transient,4871.0,0,0,Sylhet,Card
City Hotel,0,13,2025,December,50,5,1,0,1,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,6091.0,0,0,Dhaka,Cash
Resort,0,95,2025,May,20,17,2,5,2,0.0,0,BB,BGD,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,0,Transient,2935.0,0,0,Kuakata,Bank Transfer
City Hotel,1,34,2025,December,50,8,0,2,1,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,1,0,A,0,Non Refund,0,Transient,7063.0,0,0,Dhaka,Mobile Banking
Resort,0,3,2024,November,46,7,1,0,1,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,5330.0,0,2,Coxs_Bazar,Card
Resort,0,112,2025,August,34,18,2,3,3,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,7137.0,0,1,Kuakata,Card
Resort,0,3,2024,April,17,17,2,0,1,0.0,0,BB,BGD,Complementary,Direct,0,0,0,F,1,No Deposit,0,Transient,2279.0,0,0,Bandarban,Card
City Hotel,0,143,2024,August,32,8,0,4,2,1.0,0,BB,BGD,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,8465.0,0,1,Dhaka,Mobile Banking
City Hotel,0,83,2025,December,52,18,2,0,2,0.0,0,BB,BGD,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,0,Transient,4590.0,0,0,Chattogram,Mobile Banking
Resort,1,28,2025,February,8,20,1,2,2,0.0,0,HB,BGD,Direct,Direct,0,0,0,A,2,No Deposit,0,Transient,4876.0,0,1,Coxs_Bazar,Card
Resort,1,267,2024,September,39,26,2,5,2,0.0,0,BB,BGD,Offline TA/TO,TA/TO,0,1,0,A,0,Non Refund,0,Transient,3614.0,0,0,Sylhet,Mobile Banking
City Hotel,0,80,2025,November,48,24,0,3,2,0.0,0,BB,BGD,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,0,Transient,4031.0,0,1,Chattogram,Card
City Hotel,1,63,2024,September,36,4,0,2,2,0.0,0,HB,BGD,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,5655.0,0,0,Chattogram,Mobile Banking
City Hotel,0,29,2024,August,33,8,1,0,2,,0,SC,BGD,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,6159.0,0,1,Chattogram,Bank Transfer
City Hotel,0,0,2025,June,26,28,0,2,1,1.0,0,BB,BGD,Direct,Direct,0,0,0,A,1,No Deposit,0,Transient,7130.0,0,0,Dhaka,Cash
City Hotel,0,83,2025,September,39,23,0,2,2,0.0,0,BB,BGD,Groups,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,4531.0,0,0,Chattogram,Card
Resort,0,273,2025,October,41,4,2,2,2,0.0,0,BB,BGD,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,0,Contract,3129.0,0,0,Kuakata,Bank Transfer
Resort,0,2,2025,March,9,1,0,1,1,0.0,0,BB,BGD,Direct,Direct,1,0,5,A,0,No Deposit,0,Transient,2418.0,0,2,Kuakata,Bank Transfer
City Hotel,0,31,2024,September,38,16,1,2,2,0.0,0,BB,BGD,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,4745.0,0,0,Dhaka,Cash
City Hotel,1,0,2024,February,9,27,0,1,1,0.0,0,BB,BGD,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,4441.0,0,0,Dhaka,Card
City Hotel,0,2,2025,June,27,30,0,1,1,0.0,0,SC,BGD,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,6406.0,0,0,Dhaka,Card
City Hotel,0,48,2025,May,22,22,2,1,2,0.0,0,BB,SAU,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,6018.0,0,2,Dhaka,Cash
Resort,0,239,2024,May,18,1,2,5,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,A,2,No Deposit,0,Transient,5468.0,0,2,Coxs_Bazar,Card
City Hotel,0,33,2024,June,27,27,1,1,3,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,D,0,No Deposit,0,Transient,7429.0,0,2,Dhaka,Card
City Hotel,1,294,2025,January,3,21,2,2,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,4634.0,0,0,Chattogram,Card
City Hotel,0,44,2025,February,8,18,1,3,2,0.0,0,HB,BGD,Offline TA/TO,TA/TO,0,0,0,A,1,No Deposit,0,Transient,5626.0,0,0,Dhaka,Mobile Banking
Resort,1,131,2024,October,42,9,2,1,2,0.0,0,BB,BGD,Groups,Corporate,0,0,0,A,1,No Deposit,0,Transient-Party,3467.0,0,0,Sreemangal,Cash
City Hotel,0,20,2025,October,43,18,2,1,3,0.0,0,BB,MYS,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,0,Group,6452.0,0,1,Dhaka,Cash
Resort,0,108,2025,July,28,15,2,5,2,0.0,0,BB,BGD,Direct,Direct,0,0,0,D,0,No Deposit,0,Transient,7289.0,1,2,Kuakata,Mobile Banking
