booking_id,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,hotel_location,payment_method
BDH_00427,City Hotel,0,8,2025,April,16,16,2,2,3,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,8422.0,0,1,Check-Out,2016-04-20,Dhaka,Bank Transfer
BDH_00428,Resort,0,33,2025,June,23,10,0,1,2,0.0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,5871.0,1,2,Check-Out,2017-06-11,Sreemangal,Mobile Banking
BDH_00429,City Hotel,0,13,2025,March,13,20,1,0,2,0.0,0,BB,AUS,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,220.0,,0,Transient-Party,5509.0,0,1,Check-Out,2016-03-21,Dhaka,Mobile Banking
BDH_00430,City Hotel,1,115,2025,May,20,18,0,3,2,0.0,0,BB,BGD,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,170.0,,0,Transient,8326.0,0,0,Canceled,2017-01-23,Sylhet,Cash
BDH_00431,Resort,0,22,2024,August,34,25,1,2,2,2.0,0,HB,BGD,Online TA,TA/TO,0,0,0,C,C,1,No Deposit,240.0,,0,Transient-Party,12632.0,0,2,Check-Out,2017-08-28,Bandarban,Mobile Banking
BDH_00432,City Hotel,0,63,2025,April,16,13,0,4,2,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,7866.0,0,1,Check-Out,2016-04-17,Sylhet,Card
BDH_00433,Resort,0,9,2025,October,42,14,1,4,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,2870.0,0,1,Check-Out,2015-10-19,Kuakata,Cash
BDH_00434,City Hotel,1,462,2024,July,26,1,2,1,2,0.0,0,BB,MYS,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,5392.0,0,1,Canceled,2017-06-21,Sylhet,Card
BDH_00435,Resort,0,8,2025,July,29,14,2,5,2,0.0,0,HB,BGD,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,10352.0,0,1,Check-Out,2015-07-21,Coxs_Bazar,Mobile Banking
BDH_00436,City Hotel,1,330,2025,September,37,12,2,2,2,0.0,0,BB,BGD,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,4390.0,0,0,Canceled,2015-07-06,Dhaka,Mobile Banking
BDH_00437,City Hotel,0,212,2025,September,40,26,1,3,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient-Party,7488.0,0,1,Check-Out,2016-09-30,Dhaka,Cash
BDH_00438,Resort,0,109,2024,March,11,7,1,3,2,0.0,0,BB,BGD,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,,0,Transient,3196.0,0,1,Check-Out,2016-03-11,Sylhet,Card
BDH_00439,City Hotel,0,86,2025,October,43,20,0,3,4,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,7.0,,0,Transient,8968.0,0,1,Check-Out,2016-10-23,Chattogram,Cash
BDH_00440,City Hotel,0,79,2025,April,17,24,1,3,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,6124.0,0,1,Check-Out,2017-04-28,Chattogram,Card
BDH_00441,City Hotel,1,221,2024,June,24,10,1,2,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,3.0,,15,Transient,4316.0,0,0,Canceled,2015-11-17,Sylhet,Mobile Banking
BDH_00442,Resort,1,256,2025,June,25,17,2,7,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,6050.0,0,1,Canceled,2015-12-30,Coxs_Bazar,Mobile Banking
BDH_00443,City Hotel,0,9,2025,August,35,23,2,0,2,0.0,0,BB,BGD,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,4148.0,0,0,Check-Out,2015-08-25,Chattogram,Mobile Banking
BDH_00444,Resort,0,207,2025,August,33,12,1,2,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,8174.0,1,0,Check-Out,2016-08-15,Coxs_Bazar,Cash
BDH_00445,Resort,1,147,2025,March,14,28,2,5,2,0.0,0,HB,BGD,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,,,0,Transient-Party,5462.0,0,0,Canceled,2016-03-04,Coxs_Bazar,Card
BDH_00446,Resort,0,10,2025,October,42,9,2,0,2,0.0,0,BB,,Groups,Corporate,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,3229.0,0,0,Check-Out,2016-10-11,Kuakata,Card
BDH_00447,Resort,1,32,2025,April,17,19,2,5,2,0.0,0,HB,BGD,Groups,Direct,0,0,0,D,D,0,No Deposit,273.0,,0,Transient-Party,4097.0,0,0,Canceled,2016-03-18,Bandarban,Cash
BDH_00448,Resort,0,88,2024,April,16,15,2,5,2,0.0,0,BB,BGD,Offline TA/TO,TA/TO,0,0,0,D,F,0,No Deposit,314.0,,0,Transient,3832.0,1,1,Check-Out,2016-04-22,Sylhet,Mobile Banking
BDH_00449,Resort,1,11,2025,December,49,5,2,1,2,0.0,0,FB,IND,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,,,0,Transient-Party,4851.0,0,0,Canceled,2015-11-27,Coxs_Bazar,Bank Transfer
BDH_00450,City Hotel,0,320,2024,August,34,18,0,2,2,0.0,0,HB,BGD,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,6226.0,0,1,Check-Out,2016-08-20,Chattogram,Card
BDH_00451,City Hotel,1,153,2025,August,32,3,1,2,2,0.0,0,BB,BGD,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient,4828.0,0,0,Canceled,2015-05-19,Dhaka,Card
BDH_00452,Resort,0,107,2025,July,27,2,2,5,2,0.0,0,BB,IND,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,5232.0,0,2,Check-Out,2015-07-09,Sreemangal,Mobile Banking
BDH_00453,City Hotel,1,177,2024,July,27,3,1,1,2,0.0,0,SC,BGD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,4602.0,0,0,Canceled,2017-03-22,Chattogram,Mobile Banking
BDH_00454,City Hotel,0,20,2024,May,21,24,0,1,2,0.0,0,BB,BGD,Groups,TA/TO,0,0,0,A,A,0,No Deposit,87.0,,0,Transient-Party,7066.0,0,0,Check-Out,2017-05-25,Dhaka,Cash
BDH_00455,Resort,0,12,2025,January,5,30,0,1,1,0.0,0,BB,BGD,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,95.0,,0,Transient,2981.0,0,0,Check-Out,2016-01-31,Coxs_Bazar,Mobile Banking
BDH_00456,Resort,1,19,2024,January,3,15,2,2,3,1.0,0,BB,USA,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0,Transient,6756.0,0,1,Canceled,2016-12-27,Coxs_Bazar,Cash
BDH_00457,Resort,0,44,2024,April,15,6,0,4,2,0.0,0,HB,BGD,Direct,Direct,0,0,0,A,D,0,No Deposit,250.0,,0,Transient-Party,4398.0,0,2,Check-Out,2016-04-10,Bandarban,Card
BDH_00458,City Hotel,0,80,2024,October,41,9,0,2,1,0.0,0,HB,BGD,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,12.0,,50,Transient-Party,6113.0,0,0,Check-Out,2015-10-11,Dhaka,Card
BDH_00459,City Hotel,1,285,2025,October,41,3,1,3,2,0.0,0,BB,IND,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,31.0,,24,Transient,4934.0,0,0,Canceled,2016-01-16,Sylhet,Mobile Banking
BDH_00460,Resort,0,2,2025,February,6,10,0,2,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,3410.0,0,2,Check-Out,2017-02-12,Sylhet,Bank Transfer
BDH_00461,Resort,0,40,2024,January,3,16,1,2,1,0.0,0,Undefined,IND,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,3355.0,0,0,Check-Out,2017-01-19,Sylhet,Bank Transfer
BDH_00462,City Hotel,1,18,2025,December,53,30,0,2,2,2.0,0,BB,BGD,Direct,Direct,0,0,0,G,G,0,No Deposit,,,0,Transient,10505.0,0,0,Canceled,2016-12-14,Dhaka,Mobile Banking
BDH_00463,Resort,0,5,2025,March,13,20,2,2,2,0.0,1,BB,BGD,Offline TA/TO,TA/TO,0,0,0,A,C,1,No Deposit,171.0,,0,Transient,2848.0,0,0,Check-Out,2016-03-24,Bandarban,Card
BDH_00464,Resort,0,100,2025,August,32,6,1,1,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,10905.0,1,0,Check-Out,2016-08-08,Coxs_Bazar,Bank Transfer
BDH_00465,City Hotel,1,37,2024,March,11,15,0,2,2,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,Non Refund,378.0,,0,Transient,5980.0,0,0,Canceled,2017-02-06,Chattogram,Mobile Banking
BDH_00466,City Hotel,1,20,2025,March,14,31,0,2,1,0.0,0,BB,BGD,Corporate,Corporate,0,0,0,A,A,2,No Deposit,,179.0,0,Transient,5023.0,0,0,Canceled,2016-03-23,Chattogram,Mobile Banking
BDH_00467,City Hotel,1,262,2024,May,21,24,0,4,3,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,7523.0,0,2,Canceled,2016-09-22,Chattogram,Bank Transfer
BDH_00468,City Hotel,1,78,2025,April,15,5,0,4,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,4673.0,0,0,Canceled,2016-03-18,Khulna,Card
BDH_00469,Resort,0,342,2024,September,40,29,2,4,1,0.0,0,BB,BGD,Groups,TA/TO,0,0,0,A,A,0,No Deposit,201.0,,0,Transient-Party,4202.0,0,0,Check-Out,2016-10-05,Coxs_Bazar,Bank Transfer
BDH_00470,Resort,0,32,2025,August,34,21,2,4,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,8261.0,0,2,Check-Out,2015-08-27,Sylhet,Mobile Banking
BDH_00471,Resort,0,53,2025,September,39,23,1,2,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,7815.0,0,3,Check-Out,2016-09-26,Coxs_Bazar,Card
BDH_00472,City Hotel,0,55,2024,September,37,6,2,0,2,0.0,0,BB,BGD,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,4940.0,0,0,Check-Out,2015-09-08,Dhaka,Card
BDH_00473,City Hotel,0,5,2024,December,52,22,0,5,1,2.0,0,BB,BGD,Complementary,Direct,0,0,0,B,B,1,No Deposit,,,0,Transient,2763.0,0,0,Check-Out,2015-12-27,Dhaka,Card
BDH_00474,City Hotel,1,342,2024,September,39,24,0,2,2,0.0,0,BB,BGD,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Contract,5136.0,0,0,Canceled,2015-01-01,Dhaka,Bank Transfer
BDH_00475,City Hotel,1,77,2024,March,13,26,2,5,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,6333.0,0,0,Canceled,2016-01-09,Dhaka,Card
BDH_00476,City Hotel,1,41,2025,September,39,18,2,1,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,8553.0,0,1,Canceled,2016-08-15,Dhaka,Bank Transfer
BDH_00477,City Hotel,0,68,2024,July,28,10,1,0,2,0.0,0,SC,BGD,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,5867.0,0,1,Check-Out,2017-07-11,Dhaka,Mobile Banking
BDH_00478,City Hotel,0,50,2024,March,12,21,0,4,2,0.0,0,SC,BGD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,4433.0,0,0,Check-Out,2017-03-25,Chattogram,Bank Transfer
BDH_00479,Resort,1,22,2024,June,26,29,0,1,1,0.0,0,BB,MYS,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,3933.0,0,0,Canceled,2017-06-28,Sylhet,Card
BDH_00480,Resort,0,91,2024,July,29,17,1,2,2,1.0,0,BB,BGD,Online TA,TA/TO,0,0,0,A,A,4,No Deposit,240.0,,0,Transient,6715.0,0,3,Check-Out,2015-07-20,Coxs_Bazar,Mobile Banking
BDH_00481,City Hotel,1,42,2025,April,16,16,2,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,7617.0,0,0,Canceled,2017-03-05,Dhaka,Mobile Banking
BDH_00482,Resort,0,5,2024,January,3,19,0,3,1,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,4582.0,0,3,Check-Out,2017-01-22,Coxs_Bazar,Mobile Banking
BDH_00483,City Hotel,0,6,2024,May,20,9,1,1,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,5727.0,0,1,Check-Out,2016-05-11,Chattogram,Mobile Banking
BDH_00484,City Hotel,1,50,2024,January,5,29,1,2,1,0.0,0,BB,IND,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,4782.0,0,0,Canceled,2015-12-23,Dhaka,Bank Transfer
BDH_00485,City Hotel,0,177,2024,August,33,16,0,4,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,354.0,,0,Transient,8644.0,0,0,Check-Out,2017-08-20,Dhaka,Bank Transfer
BDH_00486,City Hotel,1,24,2024,February,9,22,1,2,2,0.0,0,BB,BGD,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,86.0,,0,Transient,5467.0,0,0,Canceled,2016-02-01,Dhaka,Mobile Banking
BDH_00487,Resort,0,31,2024,April,16,16,2,5,2,0.0,0,BB,BGD,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient,3770.0,0,0,Check-Out,2016-04-23,Coxs_Bazar,Mobile Banking
BDH_00488,City Hotel,0,30,2024,June,23,4,2,1,2,0.0,0,SC,BGD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,6827.0,0,1,Check-Out,2017-06-07,Dhaka,Mobile Banking
BDH_00489,Resort,0,3,2024,March,10,4,2,3,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,240.0,,0,Transient,3411.0,0,1,Check-Out,2016-03-09,Sylhet,Cash
BDH_00490,City Hotel,1,150,2025,October,41,3,1,2,2,1.0,0,BB,BGD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,6648.0,0,0,Canceled,2016-05-24,Chattogram,Card
BDH_00491,City Hotel,0,159,2025,May,22,26,0,3,2,1.0,0,BB,BGD,Online TA,TA/TO,0,0,0,A,D,7,No Deposit,9.0,,0,Transient,6428.0,0,1,Check-Out,2016-05-29,Chattogram,Card
BDH_00492,Resort,0,287,2025,October,42,15,1,3,1,0.0,0,BB,BGD,Groups,Corporate,0,0,0,A,A,1,No Deposit,,223.0,0,Transient-Party,3088.0,0,0,Check-Out,2015-10-19,Kuakata,Card
BDH_00493,City Hotel,0,0,2025,January,4,25,0,2,1,0.0,0,BB,BGD,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,365.0,0,Transient-Party,4132.0,0,0,Check-Out,2017-01-27,Chattogram,Bank Transfer
BDH_00494,Resort,0,73,2024,November,46,12,0,1,2,0.0,0,BB,IND,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,3448.0,0,1,Check-Out,2016-11-13,Coxs_Bazar,Mobile Banking
BDH_00495,City Hotel,1,39,2024,March,11,6,2,3,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,5887.0,0,1,Canceled,2016-01-29,Sylhet,Mobile Banking
BDH_00496,City Hotel,0,32,2025,November,47,20,0,2,1,0.0,0,BB,CAN,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,119.0,,0,Transient-Party,6228.0,0,0,Check-Out,2015-11-22,Dhaka,Card
BDH_00497,Resort,1,121,2025,December,49,4,0,1,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,4685.0,0,2,Canceled,2015-08-17,Coxs_Bazar,Bank Transfer
BDH_00498,City Hotel,0,147,2024,July,30,22,1,2,2,1.0,0,BB,BGD,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,22.0,,0,Transient,5000.0,0,1,Check-Out,2016-07-25,Chattogram,Card
BDH_00499,City Hotel,0,152,2025,October,44,29,1,3,2,0.0,0,BB,BGD,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,16.0,,0,Transient,4006.0,0,0,Check-Out,2015-11-02,Dhaka,
BDH_00500,City Hotel,0,111,2024,August,33,14,1,2,3,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,9211.0,0,2,Check-Out,2017-08-17,Dhaka,Bank Transfer
BDH_00501,Resort,0,152,2024,June,26,28,1,4,2,0.0,0,HB,BGD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,196.0,,0,Transient,4826.0,0,0,Check-Out,2017-07-03,Kuakata,Mobile Banking
BDH_00502,Resort,0,13,2025,August,34,18,0,1,2,0.0,0,BB,BGD,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient,7440.0,0,0,Check-Out,2015-08-19,Sreemangal,Card
BDH_00503,City Hotel,0,42,2025,June,26,30,2,2,2,2.0,0,BB,BGD,Direct,Direct,0,0,0,E,E,0,No Deposit,14.0,,0,Transient,5680.0,0,0,Check-Out,2017-07-04,Rajshahi,Cash
BDH_00504,Resort,0,94,2025,June,24,10,0,2,3,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,6,No Deposit,240.0,,0,Transient-Party,7334.0,1,0,Check-Out,2016-06-12,Sylhet,Mobile Banking
BDH_00505,City Hotel,0,9,2025,February,7,12,2,1,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,A,K,0,No Deposit,7.0,,0,Transient,5164.0,0,0,Check-Out,2017-02-15,Dhaka,Card
BDH_00506,Resort,0,237,2024,December,53,29,2,6,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,,0,Transient,3768.0,0,2,Check-Out,2017-01-06,Sreemangal,Mobile Banking
BDH_00507,City Hotel,1,165,2024,May,20,19,2,2,2,0.0,0,BB,BGD,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,12325.0,0,0,Canceled,2017-01-12,Dhaka,Cash
BDH_00508,City Hotel,1,31,2024,April,14,2,0,1,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,5580.0,0,0,Canceled,2016-03-06,Sylhet,Mobile Banking
BDH_00509,Resort,0,287,2025,September,37,5,2,5,2,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,Refundable,418.0,,0,Transient-Party,5026.0,0,0,Check-Out,2016-09-12,Coxs_Bazar,Mobile Banking
BDH_00510,Resort,0,2,2025,February,6,6,0,1,2,0.0,0,BB,BGD,Direct,Direct,0,0,0,E,F,0,No Deposit,,,0,Transient-Party,4673.0,0,0,Check-Out,2016-02-07,Coxs_Bazar,Card
BDH_00511,City Hotel,1,54,2024,March,12,18,1,2,2,0.0,0,SC,BGD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,6014.0,0,0,Canceled,2016-02-13,Dhaka,Card
BDH_00512,Resort,0,0,2024,October,43,19,0,1,2,1.0,0,BB,BGD,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,4322.0,1,1,Check-Out,2016-10-20,Sreemangal,Mobile Banking
BDH_00513,City Hotel,0,14,2025,November,49,28,1,2,2,0.0,0,BB,BGD,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,5788.0,0,0,Check-Out,2016-12-01,Dhaka,Mobile Banking
BDH_00514,City Hotel,1,320,2024,June,24,15,0,3,1,0.0,0,BB,BGD,Groups,TA/TO,0,0,0,A,A,0,Non Refund,6.0,,0,Transient,5119.0,0,0,Canceled,2017-01-12,Dhaka,Bank Transfer
BDH_00515,Resort,0,0,2024,March,12,14,1,0,1,0.0,0,BB,BGD,Direct,Direct,0,0,0,A,D,0,No Deposit,,47.0,0,Transient,3490.0,0,0,Check-Out,2016-03-15,Coxs_Bazar,Bank Transfer
BDH_00516,City Hotel,0,34,2025,September,39,23,0,3,2,0.0,0,HB,BGD,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,52.0,,33,Transient-Party,12535.0,0,0,Check-Out,2015-09-26,Dhaka,Card
BDH_00517,City Hotel,0,135,2024,August,32,2,0,2,2,1.0,0,BB,BGD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,6791.0,1,0,Check-Out,2016-08-04,Dhaka,Mobile Banking
BDH_00518,City Hotel,1,327,2025,September,37,9,0,2,2,,0,BB,BGD,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient-Party,4311.0,0,0,Canceled,2015-07-02,Chattogram,Cash
BDH_00519,City Hotel,0,184,2024,July,28,15,0,1,2,0.0,0,BB,BGD,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,6188.0,0,1,Check-Out,2017-07-16,Dhaka,Card
BDH_00520,City Hotel,1,451,2024,May,21,16,1,2,2,0.0,0,BB,BGD,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,4106.0,0,0,Canceled,2016-03-14,Sylhet,Mobile Banking
BDH_00521,City Hotel,1,56,2024,March,12,21,0,3,2,0.0,0,BB,BGD,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,86.0,,0,Transient,4824.0,0,0,Canceled,2017-01-24,Sylhet,Mobile Banking
BDH_00522,Resort,0,14,2024,March,12,19,2,3,2,0.0,0,Undefined,BGD,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,196.0,,0,Transient,5485.0,0,0,Check-Out,2016-03-24,Coxs_Bazar,Mobile Banking
BDH_00523,Resort,0,0,2024,October,40,3,0,1,1,0.0,0,BB,ARE,Direct,Direct,0,0,0,A,C,0,No Deposit,,,0,Transient,5339.0,1,0,Check-Out,2015-10-04,Coxs_Bazar,Mobile Banking
BDH_00524,City Hotel,0,6,2025,June,26,30,0,1,2,0.0,0,SC,BGD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,7582.0,0,1,Check-Out,2017-07-01,Chattogram,Card
BDH_00525,City Hotel,0,2,2025,March,11,16,0,1,1,,0,BB,BGD,Aviation,Corporate,1,0,3,D,D,0,No Deposit,,153.0,0,Transient,5800.0,0,2,Check-Out,2017-03-17,Dhaka,Mobile Banking
BDH_00526,City Hotel,0,159,2024,July,28,11,0,1,2,0.0,0,SC,BGD,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,5797.0,0,1,Check-Out,2017-07-12,Dhaka,Card
BDH_00527,City Hotel,0,20,2024,January,5,30,1,0,1,0.0,0,BB,BGD,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,410.0,0,Transient-Party,4096.0,0,0,Check-Out,2017-01-31,Khulna,Card
BDH_00528,Resort,0,83,2025,July,31,25,3,5,1,0.0,0,BB,BGD,Groups,Corporate,0,0,0,A,I,1,No Deposit,307.0,,0,Transient-Party,5960.0,0,0,Check-Out,2016-08-02,Bandarban,Card
BDH_00529,City Hotel,0,92,2024,November,48,26,0,3,2,0.0,0,BB,BGD,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient,3017.0,0,1,Check-Out,2015-11-29,Sylhet,Card
BDH_00530,Resort,0,0,2024,January,4,26,0,2,2,0.0,0,BB,BGD,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient,5479.0,1,0,Check-Out,2017-01-28,Coxs_Bazar,Card
BDH_00531,City Hotel,0,195,2025,July,30,21,2,5,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,4638.0,0,1,Check-Out,2016-07-28,Chattogram,Mobile Banking
BDH_00532,City Hotel,1,279,2025,July,30,23,0,2,2,0.0,0,BB,BGD,Groups,TA/TO,1,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,4347.0,0,0,Canceled,2014-10-17,Chattogram,
BDH_00533,Resort,0,21,2024,November,48,24,0,1,2,0.0,0,BB,BGD,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,314.0,,0,Transient,3881.0,1,2,Check-Out,2015-11-25,Coxs_Bazar,Card
BDH_00534,Resort,1,253,2024,August,34,25,2,4,1,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,6678.0,0,1,Canceled,2017-01-07,Kuakata,Card
BDH_00535,Resort,0,152,2025,April,14,5,1,4,2,0.0,0,BB,BGD,Groups,TA/TO,0,0,0,D,D,4,No Deposit,,223.0,0,Transient-Party,4674.0,0,0,Check-Out,2017-04-10,Coxs_Bazar,Mobile Banking
BDH_00536,City Hotel,0,59,2024,October,42,15,2,3,2,0.0,0,BB,SAU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,83.0,,0,Contract,5006.0,0,1,Check-Out,2015-10-20,Dhaka,Card
BDH_00537,City Hotel,1,41,2025,August,35,27,1,0,1,0.0,0,BB,BGD,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,,0,Transient,5606.0,0,0,Canceled,2017-07-28,Dhaka,Mobile Banking
BDH_00538,City Hotel,1,104,2024,October,42,9,1,0,2,0.0,0,SC,BGD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,5706.0,0,1,Canceled,2016-10-08,Dhaka,Mobile Banking
BDH_00539,City Hotel,0,102,2024,August,34,21,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,5695.0,0,1,Check-Out,2015-08-23,Dhaka,Card
BDH_00540,City Hotel,1,65,2025,September,37,9,0,2,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,6172.0,0,1,Canceled,2016-09-05,Sylhet,Card
BDH_00541,City Hotel,0,98,2024,March,12,17,2,3,2,0.0,0,BB,BGD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,3952.0,0,0,Check-Out,2016-03-22,Khulna,Card
