@relation bd_hotel_bookings_ml-weka.filters.unsupervised.attribute.StringToNominal-Rfirst-last-weka.filters.unsupervised.attribute.NumericToNominal-R2-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute hotel {Resort,'City Hotel'}
@attribute is_canceled {0,1}
@attribute lead_time numeric
@attribute arrival_date_year numeric
@attribute arrival_date_month {December,July,March,April,October,November,September,February,August,May,January,June}
@attribute arrival_date_week_number numeric
@attribute arrival_date_day_of_month numeric
@attribute stays_in_weekend_nights numeric
@attribute stays_in_week_nights numeric
@attribute adults numeric
@attribute children numeric
@attribute babies numeric
@attribute meal {BB,SC,HB,Undefined,FB}
@attribute country {BGD,AUS,CAN,SAU,USA,GBR,IND,ARE,SGP,MYS}
@attribute market_segment {Direct,'Online TA','Offline TA/TO',Groups,Corporate,Aviation,Complementary}
@attribute distribution_channel {Direct,TA/TO,Corporate,GDS}
@attribute is_repeated_guest numeric
@attribute previous_cancellations numeric
@attribute previous_bookings_not_canceled numeric
@attribute reserved_room_type {F,A,D,E,G,B,H,C,P}
@attribute booking_changes numeric
@attribute deposit_type {'No Deposit','Non Refund',Refundable}
@attribute days_in_waiting_list numeric
@attribute customer_type {Transient,Transient-Party,Contract,Group}
@attribute adr numeric
@attribute required_car_parking_spaces numeric
@attribute total_of_special_requests numeric
@attribute hotel_location {Sreemangal,Dhaka,Sylhet,Chattogram,Khulna,Coxs_Bazar,Rajshahi,Kuakata,Bandarban}
@attribute payment_method {'Mobile Banking',Cash,Card,'Bank Transfer'}

@data
'City Hotel',0,0.019078,1,October,0.826923,0.8,0,0.1,0,0,0,BB,BGD,'Online TA',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.325277,0,0.4,Chattogram,Card
'City Hotel',1,0.198728,0,August,0.615385,0.233333,0.083333,0.133333,0.018519,0,0,BB,BGD,'Online TA',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.392496,0,0,Dhaka,'Bank Transfer'
Resort,0,0.496025,1,March,0.173077,0.133333,0.166667,0.166667,0.018519,0,0,HB,BGD,Groups,TA/TO,0,0,0,A,0,'No Deposit',0,Transient-Party,0.157768,0,0,Coxs_Bazar,'Mobile Banking'
'City Hotel',0,0.066773,1,March,0.192308,0.333333,0,0.066667,0.018519,0,0,BB,BGD,'Online TA',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.18771,0,0,Dhaka,'Bank Transfer'
'City Hotel',0,0.119237,1,September,0.711538,0.6,0.166667,0.066667,0.018519,0,0,BB,BGD,Groups,TA/TO,0,0,0,A,0,'No Deposit',0,Transient-Party,0.165885,0,0,Dhaka,'Mobile Banking'
'City Hotel',1,0.531002,1,September,0.711538,0.5,0,0.066667,0.018519,0,0,BB,BGD,Groups,TA/TO,0,0.038462,0,A,0,'Non Refund',0,Transient-Party,0.196429,0,0,Dhaka,'Mobile Banking'
'City Hotel',1,0.298887,1,June,0.461538,0.466667,0,0.066667,0,0,0,BB,BGD,'Offline TA/TO',TA/TO,0,0,0,A,0,'Non Refund',0.099744,Transient,0.376984,0,0,Dhaka,'Mobile Banking'
'City Hotel',1,0.171701,1,August,0.634615,0.633333,0.166667,0.1,0,0,0,BB,GBR,'Offline TA/TO',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.248256,0,0,Dhaka,'Mobile Banking'
'City Hotel',0,0.066773,1,April,0.25,0.033333,0,0.033333,0.018519,0,0,BB,BGD,'Online TA',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.303271,0,0,Dhaka,'Mobile Banking'
Resort,0,0.028617,1,July,0.5,0,0.083333,0.066667,0.018519,0,0,BB,BGD,'Online TA',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.233947,0,0.2,Kuakata,'Mobile Banking'
'City Hotel',1,0.325914,0,August,0.596154,0.1,0.083333,0.1,0.018519,0,0,SC,BGD,'Online TA',TA/TO,0,0,0,A,0.142857,'No Deposit',0,Transient,0.159572,0,0,Chattogram,Card
Resort,0,0.011129,1,February,0.096154,0.3,0,0.066667,0.018519,0,0,BB,ARE,Direct,Direct,0,0,0,D,0.071429,'No Deposit',0,Transient,0.065356,0,0.4,Kuakata,Cash
'City Hotel',1,0.435612,1,August,0.615385,0.5,0,0.133333,0.018519,0.666667,0,BB,BGD,'Online TA',TA/TO,0,0,0,F,0,'No Deposit',0,Transient,0.447992,0,0.2,Dhaka,Cash
'City Hotel',0,0.106518,1,April,0.326923,0.966667,0.083333,0.033333,0.037037,0,0,HB,BGD,'Online TA',TA/TO,0,0,0,D,0.071429,'No Deposit',0,Transient,0.31235,0.333333,0.4,Rajshahi,Cash
Resort,1,0.219396,0,April,0.326923,0.8,0.083333,0.066667,0.018519,0,0,BB,BGD,Groups,TA/TO,0,0,0,E,0,'Non Refund',0,Transient,0.155964,0,0,Sylhet,Cash
Resort,0,0.246423,0,February,0.115385,0.466667,0.5,0.5,0.018519,0,0,BB,BGD,'Offline TA/TO',TA/TO,0,0,0,E,0,'No Deposit',0,Transient,0.103896,0,0.2,Coxs_Bazar,'Bank Transfer'
'City Hotel',0,0.006359,0,January,0.038462,0.533333,0,0.1,0.018519,0,0,BB,BGD,'Online TA',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.257997,0,0.2,Dhaka,'Mobile Banking'
'City Hotel',0,0.09221,1,September,0.75,0.933333,0,0.033333,0.018519,0.333333,0,BB,ARE,Direct,Direct,0,0,0,D,0,'No Deposit',0,Transient,0.351671,0,0.4,Chattogram,'Bank Transfer'
'City Hotel',1,0.503975,1,September,0.692308,0.266667,0.083333,0.066667,0.018519,0,0,BB,CAN,'Offline TA/TO',TA/TO,0,0.038462,0,A,0,'Non Refund',0.143223,Transient,0.248617,0,0,Dhaka,'Mobile Banking'
Resort,0,0.149444,0,February,0.115385,0.4,0.083333,0.1,0.037037,0,0,HB,ARE,Groups,TA/TO,0,0,0,A,0,'No Deposit',0,Transient-Party,0.189695,0,0,Sylhet,Card
'City Hotel',1,0.030207,1,November,0.865385,0.2,0.083333,0.033333,0,0,0,BB,BGD,'Online TA',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.289803,0,0,Khulna,Card
'City Hotel',1,0.335453,1,May,0.384615,0.633333,0,0.066667,0.018519,0,0,BB,BGD,'Offline TA/TO',TA/TO,0,0,0,A,0,'Non Refund',0.283887,Transient,0.308502,0,0,Dhaka,'Mobile Banking'
'City Hotel',1,0.341812,1,June,0.480769,0.9,0,0.133333,0.018519,0,0,BB,BGD,Groups,TA/TO,0,0,0,A,0,'Non Refund',0,Transient,0.26419,0,0,Dhaka,'Mobile Banking'
'City Hotel',1,0.063593,0,April,0.269231,0.166667,0,0.033333,0.018519,0.666667,0,BB,BGD,'Online TA',TA/TO,0,0,0,F,0,'No Deposit',0,Transient,0.358405,0,0,Khulna,Card
'City Hotel',0,0.046105,1,October,0.769231,0.133333,0.083333,0.133333,0.018519,0,0,BB,BGD,'Online TA',TA/TO,0,0,0,D,0,'No Deposit',0,Transient,0.405964,0,0.4,Chattogram,Cash
Resort,0,0.049285,0,April,0.307692,0.566667,0.083333,0.033333,0,0,0,BB,BGD,Groups,Corporate,0,0,0,D,0.071429,'No Deposit',0,Transient,0.212422,0,0,Coxs_Bazar,Cash
'City Hotel',1,0.18283,0,August,0.634615,0.8,0,0.066667,0.037037,0,0,BB,BGD,'Online TA',TA/TO,0,0,0,D,0,'No Deposit',0,Transient,0.315296,0,0.4,Rajshahi,'Mobile Banking'
'City Hotel',0,0.034976,1,March,0.192308,0.466667,0,0.033333,0,0,0,BB,SAU,Corporate,Corporate,0,0,0,D,0,'No Deposit',0,Transient,0.094336,0,0,Rajshahi,'Mobile Banking'
Resort,1,0.130366,0,February,0.115385,0.2,0.166667,0,0.018519,0.03542,0,BB,GBR,Groups,TA/TO,1,0.038462,0,A,0,'No Deposit',0,Transient-Party,0.171477,0,0,Sylhet,Card
'City Hotel',1,0.09062,0,March,0.230769,0.933333,0,0.066667,0.018519,0.333333,0,BB,BGD,'Online TA',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.231782,0,0,Chattogram,'Mobile Banking'
'City Hotel',0,0.144674,0,July,0.557692,0.633333,0,0.066667,0.018519,0.333333,0,BB,BGD,'Online TA',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.369288,0,0.4,Dhaka,'Mobile Banking'
Resort,1,0.27027,1,June,0.480769,0.833333,0.083333,0.166667,0.018519,0.666667,0,BB,BGD,'Online TA',TA/TO,0,0,0,C,0.214286,'No Deposit',0,Transient,0.338023,0,0,Coxs_Bazar,'Mobile Banking'
'City Hotel',0,0.383148,1,October,0.807692,0.6,0.083333,0.066667,0.018519,0,0,BB,BGD,Groups,TA/TO,0,0,0,A,0,'No Deposit',0,Transient-Party,0.121994,0,0,Chattogram,Card
Resort,0,0.488076,1,June,0.423077,0.233333,0.333333,0.333333,0.018519,0,0,HB,BGD,'Offline TA/TO',TA/TO,0,0,0,D,0,'No Deposit',0,Contract,0.24519,0,0,Coxs_Bazar,'Mobile Banking'
'City Hotel',1,0.141494,0,July,0.576923,0.866667,0.083333,0.033333,0.018519,0,0,BB,BGD,'Online TA',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.150253,0,0,Chattogram,'Mobile Banking'
Resort,0,0.038156,0,June,0.480769,0.8,0.166667,0.033333,0.018519,0,0,BB,BGD,'Online TA',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.187831,0,0.2,Sreemangal,'Mobile Banking'
'City Hotel',1,0.281399,1,August,0.653846,1,0,0.1,0.018519,0,0,BB,IND,'Offline TA/TO',TA/TO,0,0,0,D,0,'No Deposit',0,Transient,0.276575,0,0.2,Dhaka,Card
'City Hotel',0,0.017488,0,August,0.615385,0.466667,0.166667,0.033333,0.018519,0,0,HB,GBR,'Offline TA/TO',TA/TO,0,0,0,A,0,'No Deposit',0,Transient-Party,0.18284,0,0,Chattogram,'Mobile Banking'
Resort,0,0.128776,1,July,0.538462,0.466667,0.166667,0.166667,0.018519,0,0,BB,BGD,'Online TA',TA/TO,0,0,0,E,0,'No Deposit',0,Transient,0.555195,0,0.4,Coxs_Bazar,Card
Resort,0,0.073132,0,December,1,0.966667,0,0.066667,0.018519,0,0,BB,BGD,'Offline TA/TO',TA/TO,0,0,0,D,0,'No Deposit',0,Transient,0.329726,0,0,Sreemangal,'Bank Transfer'
'City Hotel',0,0.00159,1,May,0.346154,0.266667,0,0.033333,0,0,0,BB,BGD,'Offline TA/TO',Corporate,0,0,0,A,0,'No Deposit',0,Transient,0.291426,0,0,Dhaka,'Mobile Banking'
'City Hotel',1,0.287758,1,May,0.384615,0.8,0,0.066667,0.018519,0,0,BB,BGD,Groups,Direct,0,0,0,A,0,'Non Refund',0,Transient,0.309764,0,0,Chattogram,'Mobile Banking'
Resort,0,0.011129,1,May,0.326923,0.166667,0,0.033333,0.037037,0.333333,0,HB,BGD,'Online TA',TA/TO,0,0,0,H,0,'No Deposit',0,Transient,0.460798,0.333333,0.2,Sylhet,'Mobile Banking'
'City Hotel',0,0.068362,1,August,0.596154,0.133333,0.166667,0.066667,0.037037,0,0,BB,BGD,'Online TA',TA/TO,0,0,0,D,0,'No Deposit',0,Transient,0.364298,0,0.4,Dhaka,'Mobile Banking'
'City Hotel',0,0.36407,0,October,0.826923,0.866667,0,0.1,0.018519,0,0,BB,BGD,'Online TA',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.131554,0,0.4,Chattogram,Card
Resort,0,0.011129,0,April,0.269231,0.333333,0,0.033333,0,0,0,BB,BGD,'Online TA',TA/TO,0,0,0,D,0.071429,'No Deposit',0,Transient-Party,0.1731,0,0.2,Kuakata,Cash
'City Hotel',1,0.316375,1,October,0.826923,0.9,0,0.066667,0.018519,0,0,BB,BGD,Groups,TA/TO,0,0,0,A,0,'No Deposit',0,Transient-Party,0.214286,0,0,Chattogram,Cash
'City Hotel',0,0.298887,1,August,0.653846,0.733333,0.166667,0.1,0.018519,0,0,BB,BGD,'Online TA',TA/TO,0,0,0,D,0,'No Deposit',0,Transient,0.226371,0,0.2,Sylhet,'Bank Transfer'
'City Hotel',0,0.041335,1,April,0.307692,0.933333,0,0.033333,0.018519,0,0,SC,BGD,'Online TA',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.180736,0,0.2,Khulna,Cash
'City Hotel',0,0.143084,1,May,0.384615,0.666667,0.166667,0.033333,0.018519,0,0,BB,BGD,Direct,Direct,0,0,0,A,0,'No Deposit',0,Transient,0.358345,0,0.2,Dhaka,'Mobile Banking'
'City Hotel',1,0.295707,1,May,0.403846,0.966667,0,0.066667,0.018519,0,0,BB,AUS,Groups,TA/TO,0,0,0,A,0,'Non Refund',0,Transient,0.308261,0,0,Dhaka,Card
Resort,0,0.08903,0,May,0.384615,0.766667,0,0.033333,0.018519,0,0,BB,BGD,'Offline TA/TO',TA/TO,0,0,0,D,0,'No Deposit',0,Transient,0.170936,0,0,Coxs_Bazar,'Bank Transfer'
Resort,0,0.031797,0,July,0.576923,0.966667,0.083333,0.1,0.018519,0.333333,0,BB,BGD,'Online TA',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.372174,0,0.2,Sreemangal,Card
'City Hotel',1,0.416534,0,July,0.519231,0.166667,0.083333,0.033333,0.018519,0,0,BB,ARE,Groups,TA/TO,0,0.038462,0,A,0,'No Deposit',0,Contract,0.153499,0,0,Dhaka,Cash
Resort,1,0.022258,1,October,0.826923,0.8,0,0.1,0.018519,0,0,BB,BGD,Complementary,Direct,0,0.038462,0.017857,A,0,'No Deposit',0,Transient,0.097102,0,0.4,Coxs_Bazar,'Bank Transfer'
'City Hotel',1,0.704293,0,October,0.769231,0.2,0,0.066667,0.018519,0,0,BB,BGD,Groups,TA/TO,0,0,0,A,0,'Non Refund',1,Transient,0.11532,0,0,Dhaka,Card
'City Hotel',0,0.154213,0,October,0.769231,0.2,0,0.066667,0.018519,0,0,BB,BGD,Groups,TA/TO,0,0,0,A,0,'No Deposit',0,Transient-Party,0.082131,0,0,Rajshahi,Card
'City Hotel',1,0.397456,0,September,0.75,0.833333,0.083333,0.1,0.018519,0,0,BB,BGD,'Offline TA/TO',TA/TO,0,0,0,A,0,'Non Refund',0,Transient,0.283069,0,0,Dhaka,Card
'City Hotel',1,0.114467,0,August,0.615385,0.533333,0,0.1,0.018519,0.333333,0,BB,IND,Direct,Direct,0,0,0,B,0,'No Deposit',0,Transient,0.284632,0,0.4,Chattogram,'Mobile Banking'
Resort,1,0.17806,0,February,0.115385,0.366667,0,0.066667,0.018519,0,0,FB,BGD,Groups,TA/TO,0,0,0,A,0,'No Deposit',0,Transient-Party,0.224627,0,0,Coxs_Bazar,'Mobile Banking'
'City Hotel',1,0.496025,0,August,0.653846,0.8,0,0.133333,0.018519,0,0,BB,BGD,Groups,TA/TO,0,0.038462,0,A,0,'No Deposit',0,Transient-Party,0.125,0,0,Khulna,Card
'City Hotel',0,0.062003,0,August,0.615385,0.433333,0,0.066667,0.018519,0,0,HB,BGD,'Offline TA/TO',TA/TO,0,0,0,A,0,'No Deposit',0,Transient-Party,0.285895,0,0,Dhaka,'Bank Transfer'
'City Hotel',1,0.480127,1,September,0.711538,0.5,0.083333,0.066667,0.018519,0,0,BB,MYS,'Offline TA/TO',TA/TO,0,0,0,A,0,'Non Refund',0.179028,Transient,0.296657,0,0,Dhaka,'Bank Transfer'
'City Hotel',1,0.550079,0,September,0.75,0.9,0.083333,0.033333,0.018519,0,0,BB,BGD,Groups,TA/TO,0,0.038462,0,A,0,'Non Refund',0,Contract,0.184223,0,0,Sylhet,'Mobile Banking'
'City Hotel',0,0.014308,0,June,0.461538,0.533333,0,0.066667,0.037037,0,0,BB,BGD,'Online TA',TA/TO,0,0,0,D,0,'No Deposit',0,Transient,0.296056,0,0.4,Rajshahi,Cash
'City Hotel',0,0.197138,0,June,0.5,0.966667,0,0.066667,0.018519,0,0,BB,ARE,'Online TA',TA/TO,0,0,0,B,0.071429,'No Deposit',0,Transient-Party,0.25481,0,0,Dhaka,'Mobile Banking'
Resort,1,0.085851,1,July,0.538462,0.466667,0,0.066667,0.018519,0,0,BB,BGD,'Online TA',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.464346,0,0,Coxs_Bazar,Card
'City Hotel',1,0.255962,1,May,0.326923,0.133333,0,0.066667,0.018519,0,0,BB,BGD,Groups,TA/TO,0,0,0,A,0,'Non Refund',0,Transient,0.291907,0,0,Chattogram,'Bank Transfer'
'City Hotel',0,0.004769,0,September,0.75,0.833333,0.25,0.233333,0,0,0,BB,BGD,Corporate,Corporate,1,0.153846,0.821429,A,0,'No Deposit',0,Transient,0.094577,0,0,Rajshahi,'Bank Transfer'
'City Hotel',0,0.109698,0,October,0.826923,0.8,0.166667,0.033333,0.018519,0,0,BB,IND,Groups,TA/TO,0,0,0,A,0,'No Deposit',0.148338,Transient-Party,0.215007,0,0,Dhaka,Card
'City Hotel',1,0.667727,0,September,0.673077,0.066667,0.166667,0.066667,0.018519,0,0,BB,BGD,Groups,TA/TO,0,0,0,A,0,'Non Refund',0,Transient,0.24543,0,0,Dhaka,Card
'City Hotel',1,0.519873,1,September,0.692308,0.266667,0,0.066667,0.018519,0,0,BB,BGD,Groups,TA/TO,0,0.038462,0,A,0,'Non Refund',0,Transient-Party,0.131494,0,0,Chattogram,'Mobile Banking'
'City Hotel',0,0.011129,1,September,0.730769,0.666667,0.083333,0.066667,0.018519,0,0,BB,USA,'Online TA',TA/TO,0,0,0,D,0,'No Deposit',0,Contract,0.328583,0,0.4,Chattogram,Cash
'City Hotel',0,0.193959,1,March,0.25,0.866667,0.166667,0.033333,0.018519,0,0,HB,BGD,'Offline TA/TO',TA/TO,0,0,0,A,0,'No Deposit',0,Transient-Party,0.237374,0,0.2,Sylhet,'Mobile Banking'
'City Hotel',0,0.004769,1,April,0.326923,0.8,0.083333,0,0,0,0,BB,BGD,Corporate,Corporate,1,0,0.071429,A,0,'No Deposit',0,Transient,0.179774,0,0,Chattogram,'Mobile Banking'
'City Hotel',0,0.282989,0,August,0.653846,0.733333,0,0.1,0.037037,0,0,BB,BGD,'Online TA',TA/TO,0,0,0,D,0.071429,'No Deposit',0,Transient,0.333514,0.333333,0.2,Dhaka,Cash
'City Hotel',0,0.131955,1,March,0.25,0.9,0.083333,0.133333,0.018519,0,0,BB,USA,'Offline TA/TO',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.106,0,0,Rajshahi,'Mobile Banking'
'City Hotel',1,0.443561,1,July,0.557692,0.733333,0,0.066667,0.018519,0,0,BB,BGD,Groups,TA/TO,1,0.038462,0,A,0,'No Deposit',0,Transient-Party,0.155363,0,0,Sylhet,Card
Resort,1,0.257552,0,August,0.673077,1,0.166667,0.233333,0.018519,0,0,BB,BGD,'Online TA',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.246753,0,0,Sreemangal,Card
Resort,0,0.025437,1,December,0.980769,0.766667,0.166667,0.033333,0.018519,0,0,BB,BGD,Direct,Direct,0,0,0,E,0,'No Deposit',0,Transient,0.279401,0,0,Coxs_Bazar,'Mobile Banking'
Resort,1,0.171701,1,March,0.230769,0.666667,0.083333,0.033333,0.018519,0,0,BB,BGD,'Online TA',TA/TO,0,0,0,A,0.071429,'No Deposit',0,Transient,0.180736,0,0.2,Coxs_Bazar,'Mobile Banking'
'City Hotel',0,0.020668,1,October,0.788462,0.3,0.083333,0.066667,0.018519,0,0,BB,USA,Corporate,Corporate,0,0,0,A,0,'No Deposit',0,Transient,0.274531,0,0,Chattogram,'Mobile Banking'
Resort,0,0.206677,0,August,0.634615,0.633333,0.333333,0.333333,0.018519,0,0,BB,BGD,Direct,Direct,0,0,0,D,0,'No Deposit',0,Transient,0.51918,0,0,Coxs_Bazar,'Mobile Banking'
'City Hotel',1,0.282989,0,August,0.634615,0.566667,0,0.1,0,0.333333,0,BB,BGD,'Online TA',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.224627,0,0,Khulna,Card
Resort,0,0.344992,0,August,0.653846,0.933333,0,0.133333,0.018519,0,0,BB,BGD,'Offline TA/TO',TA/TO,0,0,0,A,0.142857,'No Deposit',0,Transient,0.292328,0,0.2,Coxs_Bazar,Card
Resort,0,0.116057,0,February,0.115385,0.533333,0.083333,0.066667,0.018519,0,0,BB,BGD,Corporate,Corporate,0,0,0,A,0,'No Deposit',0,Transient-Party,0.049964,0,0,Kuakata,Card
Resort,0,0.006359,0,November,0.903846,0.833333,0.166667,0.033333,0,0,0,BB,BGD,'Online TA',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.083454,0,0.2,Sreemangal,Cash
Resort,1,0.200318,0,June,0.461538,0.633333,0,0.133333,0.018519,0,0,BB,IND,'Offline TA/TO',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.166246,0,0,Coxs_Bazar,Cash
'City Hotel',0,0.011129,0,August,0.653846,0.833333,0.166667,0.066667,0.018519,0,0,BB,BGD,'Online TA',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.366703,0,0.2,Dhaka,Card
'City Hotel',1,0.36566,1,July,0.576923,0.833333,0,0.1,0.018519,0,0,BB,BGD,'Online TA',TA/TO,0,0,0,B,0.071429,'No Deposit',0,Transient-Party,0.199916,0,0.2,Chattogram,Card
Resort,1,0.114467,1,February,0.096154,0.166667,0.166667,0.033333,0.018519,0,0,HB,BGD,Groups,Direct,0,0,0,D,0,'No Deposit',0,Transient-Party,0.149351,0,0,Sylhet,Card
'City Hotel',1,0.3593,0,June,0.442308,0.5,0.083333,0.066667,0.018519,0,0,BB,BGD,'Offline TA/TO',TA/TO,0,0,0,A,0,'Non Refund',0,Transient,0.288119,0,0,Dhaka,'Mobile Banking'
Resort,0,0.100159,0,April,0.269231,0.3,0.083333,0.066667,0,0,0,HB,BGD,'Offline TA/TO',TA/TO,0,0,0,A,0,'No Deposit',0,Contract,0.172318,0,0,Sylhet,'Mobile Banking'
'City Hotel',0,0.201908,1,April,0.326923,0.9,0.083333,0.1,0.018519,0,0,BB,BGD,'Offline TA/TO',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.143639,0,0,Rajshahi,'Mobile Banking'
'City Hotel',1,0.138315,0,April,0.269231,0.466667,0.166667,0.066667,0.018519,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,0,'Non Refund',0,Transient,0.28866,0,0,Dhaka,Cash
'City Hotel',1,0.030207,0,September,0.730769,0.733333,0.083333,0.066667,0.018519,0,0,BB,CAN,'Online TA',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.46651,0,0.2,Dhaka,Card
'City Hotel',0,0.033386,1,February,0.134615,0.633333,0.083333,0.033333,0.018519,0,0,SC,GBR,'Online TA',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.199375,0,0,Dhaka,'Bank Transfer'
Resort,0,0.062003,0,November,0.865385,0.333333,0.083333,0.133333,0.018519,0,0,BB,BGD,'Online TA',TA/TO,0,0,0,D,0,'No Deposit',0,Transient,0.201659,0,0,Coxs_Bazar,'Mobile Banking'
'City Hotel',1,0.004769,0,September,0.673077,0.133333,0.166667,0.066667,0,0,0,BB,BGD,Groups,TA/TO,0,0,0,A,0,'No Deposit',0,Transient-Party,0.066017,0,0,Dhaka,'Mobile Banking'
'City Hotel',0,0.009539,1,September,0.730769,0.7,0,0.033333,0.018519,0,0,SC,USA,'Online TA',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.34157,0,0.6,Dhaka,'Mobile Banking'
'City Hotel',1,0.26868,1,April,0.288462,0.666667,0.166667,0.1,0.018519,0.333333,0,BB,BGD,'Online TA',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.261243,0,0.2,Chattogram,Cash
Resort,1,0.151033,1,April,0.25,0.233333,0.166667,0.1,0.037037,0.333333,0,BB,BGD,'Online TA',TA/TO,0,0,0,H,0,'No Deposit',0,Transient,0.358165,0,0,Coxs_Bazar,Card
'City Hotel',0,0.042925,1,February,0.096154,0.133333,0.166667,0.066667,0,0,0,BB,IND,'Online TA',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.108285,0,0.2,Khulna,Card
Resort,1,0.246423,0,October,0.826923,1,0,0.033333,0.018519,0,0,BB,BGD,Groups,Direct,0,0,0,A,0,'Non Refund',0,Transient,0.090909,0,0,Coxs_Bazar,Card
'City Hotel',0,0.022258,1,May,0.326923,0.033333,0,0.133333,0.018519,0,0,SC,BGD,'Online TA',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.333273,0,0.2,Dhaka,'Mobile Banking'
Resort,0,0,1,July,0.519231,0.366667,0,0.033333,0.018519,0,0,BB,BGD,'Online TA',TA/TO,0,0,0,A,0.071429,'No Deposit',0,Transient,0.010041,0,0,Kuakata,Cash
Resort,0,0.440382,1,October,0.769231,0.166667,0.166667,0.166667,0.018519,0,0,HB,BGD,Groups,Direct,0,0,0,D,0,'No Deposit',0,Transient-Party,0.151756,0,0,Sreemangal,Cash
'City Hotel',1,0.009539,1,September,0.692308,0.333333,0.083333,0.066667,0.018519,0,0,BB,BGD,'Online TA',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.31241,0,0,Dhaka,Card
'City Hotel',1,0.073132,0,March,0.230769,0.866667,0.083333,0.066667,0.018519,0,0,BB,BGD,'Online TA',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.261664,0,0,Dhaka,'Mobile Banking'
Resort,1,0.122417,1,September,0.75,0.9,0.083333,0.1,0.018519,0,0,BB,IND,'Offline TA/TO',TA/TO,0,0,0,E,0,'No Deposit',0,Transient,0.243747,0,0.2,Coxs_Bazar,Cash
Resort,0,0.500795,0,September,0.75,0.933333,0.166667,0.233333,0.018519,0,0,HB,BGD,'Offline TA/TO',TA/TO,0,0,0,D,0,'No Deposit',0,Contract,0.14923,0,0,Sylhet,Card
'City Hotel',0,0.418124,0,June,0.461538,0.733333,0.166667,0.066667,0.018519,0,0,BB,BGD,Groups,TA/TO,0,0,0,A,0,'No Deposit',0,Transient-Party,0.277297,0,0.2,Dhaka,'Bank Transfer'
'City Hotel',1,0.17806,0,April,0.269231,0.366667,0,0.1,0.037037,0,0,BB,BGD,'Online TA',TA/TO,0,0,0,D,0,'No Deposit',0,Transient,0.425445,0,0.2,Dhaka,'Mobile Banking'
'City Hotel',0,0.004769,0,January,0,0.133333,0,0.1,0,0,0,BB,IND,'Online TA',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.252585,0,0.2,Dhaka,'Bank Transfer'
Resort,0,0.352941,0,June,0.461538,0.733333,0.166667,0.1,0.018519,0,0,BB,SAU,'Online TA',TA/TO,0,0,0,A,0,'No Deposit',0,Transient,0.245972,0,0.2,Coxs_Bazar,'Bank Transfer'
'City Hotel',1,0.203498,1,August,0.576923,0.1,0,0.033333,0.037037,0,0,BB,BGD,'Online TA',TA/TO,0,0,0,D,0,'No Deposit',0,Transient,0.341931,0,0,Khulna,'Mobile Banking'
'City Hotel',1,0.063593,1,March,0.230769,0.933333,0,0.1,0.018519,0,0,BB,USA,'Online TA',TA/TO,0,0,0,E,0,'No Deposit',0,Transient,0.319565,0,0,Chattogram,Card
Resort,0,0.054054,1,March,0.192308,0.233333,0.166667,0.166667,0.018519,0,0,FB,BGD,'Offline TA/TO',TA/TO,0,0,0,E,0,'No Deposit',0,Transient,0.269541,0,0.2,Coxs_Bazar,'Mobile Banking'
'City Hotel',0,0.012719,1,October,0.826923,0.933333,0.083333,0.1,0.018519,0,0,SC,BGD,'Online TA',TA/TO,0,0,0,A,0,'No Deposit',0,Contract,0.222222,0,0,Dhaka,'Mobile Banking'
